stream_key,reported_at,form_url,verification,registered_form,UDA,DAPK,WT,rejected,po_total_valid,total_cast_form,reviewer_a,reviewer_b,notes,ocr_confidence,ocr_route,source_sha256,source_page
201-1002-001-01,,../data/public/elections/malava-2025/forms/uploaded/d3d5ec5bcbbc9a97.pdf#page=1,HUMAN,55,2467,,5,,72,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.237; source=data/public/elections/malava-2025/forms/037201605155819153/v1_d3d5ec5bcbbc.pdf; page=1,0.2373,QUARANTINE,d3d5ec5bcbbc9a97828593de514c268d469e0232e485043220fcbb6d8aaf96f9,1
201-1005-037-02,,../data/public/elections/malava-2025/forms/uploaded/a1645c61a8b2a9a8.pdf#page=1,HUMAN,2,6,,3,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.179; source=data/public/elections/malava-2025/forms/037201908426761787/v1_a1645c61a8b2.pdf; page=1,0.1790,QUARANTINE,a1645c61a8b2a9a86518d505f6203b4eb3d25be4a22b5d2034b3949e7df8f043,1
201-1005-038-02,,../data/public/elections/malava-2025/forms/uploaded/f2aed27a2b096009.pdf#page=1,HUMAN,,,8,,,6,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.094; source=data/public/elections/malava-2025/forms/037201636552784435/v1_f2aed27a2b09.pdf; page=1,0.0936,QUARANTINE,f2aed27a2b0960097d3ce2b4623da47c5f1ea444c8ea875f4531550821e461c4,1
201-1005-039-01,,../data/public/elections/malava-2025/forms/uploaded/45b2bd92283e2794.pdf#page=1,HUMAN,3,8,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.165; source=data/public/elections/malava-2025/forms/037201345103136945/v1_45b2bd92283e.pdf; page=1,0.1646,QUARANTINE,45b2bd92283e2794f4c50f2c306a3568173417850b0db0ad73a23855609d1fb8,1
201-1005-040-01,,../data/public/elections/malava-2025/forms/uploaded/88af0c23e969c0fc.pdf#page=1,HUMAN,,6,,8,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201935916546252/v1_88af0c23e969.pdf; page=1,0.1605,QUARANTINE,88af0c23e969c0fc87e91b6decae612153da87bfb980f01e486d853c9037ba4d,1
201-1005-040-02,,../data/public/elections/malava-2025/forms/uploaded/a4bf8c13809320a5.pdf#page=1,HUMAN,1,6,,9,,2,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.329; source=data/public/elections/malava-2025/forms/037201559090256912/v1_a4bf8c138093.pdf; page=1,0.3291,QUARANTINE,a4bf8c13809320a54f6bae69695fca951b7299fc43126adb38d9e99fa6e76d2d,1
201-1005-041-01,,../data/public/elections/malava-2025/forms/uploaded/f04f06ae79b78a13.pdf#page=1,HUMAN,,3,1,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201927610511696/v1_f04f06ae79b7.pdf; page=1,0.1605,QUARANTINE,f04f06ae79b78a1318e456846aba0f86eba9cf91e8fd5a54fe5db75786dfb639,1
201-1005-042-02,,../data/public/elections/malava-2025/forms/uploaded/9983c43d85e13dab.pdf#page=1,HUMAN,,6,8,2,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.241; source=data/public/elections/malava-2025/forms/037201604282037188/v1_9983c43d85e1.pdf; page=1,0.2407,QUARANTINE,9983c43d85e13dab7f4f2491567f917ab0f5679e06ca18cbd86fd5cd80cd7dac,1
201-1005-043-01,,../data/public/elections/malava-2025/forms/uploaded/8b0071547e2b9acb.pdf#page=1,HUMAN,,6,8,20,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201869037670422/v1_8b0071547e2b.pdf; page=1,0.1605,QUARANTINE,8b0071547e2b9acbeb65ff379594aea14fb4a2e73d9962f94415a479aa2f5300,1
201-1005-045-01,,../data/public/elections/malava-2025/forms/uploaded/dfe2198f99672ec2.pdf#page=1,HUMAN,,5,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.241; source=data/public/elections/malava-2025/forms/037201037070187663/v1_dfe2198f9967.pdf; page=1,0.2407,QUARANTINE,dfe2198f99672ec2272a5a07b14a7ab2b1fec3f2d88e012354a2b98c95cb465e,1
201-1005-045-02,,../data/public/elections/malava-2025/forms/uploaded/da73e7e3f79e93e0.pdf#page=1,HUMAN,,,,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.080; source=data/public/elections/malava-2025/forms/037201677549349855/v1_da73e7e3f79e.pdf; page=1,0.0802,QUARANTINE,da73e7e3f79e93e00fbdf0967a08f906f926f6f534a7c147421c12a3af6cfdbf,1
201-1005-046-01,,../data/public/elections/malava-2025/forms/uploaded/f9cbaeede40e73f6.pdf#page=1,HUMAN,5,2,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.086; source=data/public/elections/malava-2025/forms/037201377079061775/v1_f9cbaeede40e.pdf; page=1,0.0859,QUARANTINE,f9cbaeede40e73f67a846966996553f2ccf2901093d4ec7d993710c3579f5f77,1
201-1005-046-03,,../data/public/elections/malava-2025/forms/uploaded/1b3ad926e9307906.pdf#page=1,HUMAN,,,8,9,2,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.245; source=data/public/elections/malava-2025/forms/037201964952468400/v1_1b3ad926e930.pdf; page=1,0.2448,QUARANTINE,1b3ad926e93079063534a7d321540fdeab2059bd43bfb838fbf948662edd93ef,1
201-1005-047-01,,../data/public/elections/malava-2025/forms/uploaded/f696dd1a613a973d.pdf#page=1,HUMAN,15,0,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.325; source=data/public/elections/malava-2025/forms/037201794755979187/v1_f696dd1a613a.pdf; page=1,0.3250,QUARANTINE,f696dd1a613a973d3e5473c68cdd2e00abb53411a3fe49f587b487318d72c00a,1
201-1005-049-01,,../data/public/elections/malava-2025/forms/uploaded/0ab1f87a5c406cd0.pdf#page=1,HUMAN,,6,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.080; source=data/public/elections/malava-2025/forms/037201630977077443/v1_0ab1f87a5c40.pdf; page=1,0.0802,QUARANTINE,0ab1f87a5c406cd0a7564e45f65f3a03e7bc68cfe1ba31cb593c656067b2bfba,1
201-1005-050-01,,../data/public/elections/malava-2025/forms/uploaded/876bc4a899d5ba89.pdf#page=1,HUMAN,,6,,0,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201147861760228/v1_876bc4a899d5.pdf; page=1,0.1605,QUARANTINE,876bc4a899d5ba8950ab74c5e54e6327be7cf22df6001567a8ae8ac516c3e51a,1
201-1005-050-02,,../data/public/elections/malava-2025/forms/uploaded/0f935a6203584520.pdf#page=1,HUMAN,2,5,,0,,55,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.263; source=data/public/elections/malava-2025/forms/037201087486177465/v1_0f935a620358.pdf; page=1,0.2627,QUARANTINE,0f935a62035845200edbfeb806f73733655f2c544a1aa752dd1a543270bee964,1
201-1005-051-01,,../data/public/elections/malava-2025/forms/uploaded/6d8798813554d057.pdf#page=1,HUMAN,,5,,0,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201235929756478/v1_6d8798813554.pdf; page=1,0.1605,QUARANTINE,6d8798813554d0578c16a41749ce5c75b7eb2eedbe34e764d2e554a38794459d,1
201-1005-051-02,,../data/public/elections/malava-2025/forms/uploaded/956b293332f40f1e.pdf#page=1,HUMAN,,6,,8,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201338737627202/v1_956b293332f4.pdf; page=1,0.1605,QUARANTINE,956b293332f40f1ee980a45c80302f6961b84cb89de0e5e74e9eaf38878fc442,1
201-1005-052-01,,../data/public/elections/malava-2025/forms/uploaded/4eedd198b52bc4e2.pdf#page=1,HUMAN,,6,,,2,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.165; source=data/public/elections/malava-2025/forms/037201234362842663/v1_4eedd198b52b.pdf; page=1,0.1646,QUARANTINE,4eedd198b52bc4e24dc2970c505d7c2466c3c520eb6b947afb1b64cd59d4c619,1
201-1005-052-02,,../data/public/elections/malava-2025/forms/uploaded/e626ed37bab37e2d.pdf#page=1,HUMAN,,6,32,,,2,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.212; source=data/public/elections/malava-2025/forms/037201328401804087/v1_e626ed37bab3.pdf; page=1,0.2117,QUARANTINE,e626ed37bab37e2dd2e7afb233bd17b3dac3e9786d50e0816e5b663626fa51a5,1
201-1005-109-01,,../data/public/elections/malava-2025/forms/uploaded/3d8c209f4f61832f.pdf#page=1,HUMAN,4,,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.245; source=data/public/elections/malava-2025/forms/037201335461010463/v1_3d8c209f4f61.pdf; page=1,0.2448,QUARANTINE,3d8c209f4f61832f23d709865e2025eff0eee4d711f4258d40eafd8f43855deb,1
201-1006-053-01,,../data/public/elections/malava-2025/forms/uploaded/2bb2d4dda4de105e.pdf#page=1,HUMAN,,,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201700320441366/v1_2bb2d4dda4de.pdf; page=1,0.1605,QUARANTINE,2bb2d4dda4de105e949e0eadb4bdef004abfcbd857eae1465170ecf033e3c21a,1
201-1006-053-02,,../data/public/elections/malava-2025/forms/uploaded/3d7f203ae5e33558.pdf#page=1,HUMAN,,6,8,24,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.200; source=data/public/elections/malava-2025/forms/037201555988396484/v1_3d7f203ae5e3.pdf; page=1,0.2005,QUARANTINE,3d7f203ae5e335587f15e195e78602cfe5b442e5428a866df7fc86556f40fdba,1
201-1006-054-01,,../data/public/elections/malava-2025/forms/uploaded/547c104b820890f5.pdf#page=1,HUMAN,,6,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.080; source=data/public/elections/malava-2025/forms/037201886516821353/v1_547c104b8208.pdf; page=1,0.0802,QUARANTINE,547c104b820890f532d476dcf03268b52ac444c16216e56939125b26aad42415,1
201-1006-055-01,,../data/public/elections/malava-2025/forms/uploaded/1e3d116eaaf2d22b.pdf#page=1,HUMAN,2,6,,,2,7,9,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.290; source=data/public/elections/malava-2025/forms/037201564345520783/v1_1e3d116eaaf2.pdf; page=1,0.2903,QUARANTINE,1e3d116eaaf2d22b278718e5c32e4eb054b23cdee137b3369785750c9072f2be,1
201-1006-055-02,,../data/public/elections/malava-2025/forms/uploaded/edf44cf46a2ef00f.pdf#page=1,HUMAN,1,6,8,3,,2,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.349; source=data/public/elections/malava-2025/forms/037201491305868713/v1_edf44cf46a2e.pdf; page=1,0.3491,QUARANTINE,edf44cf46a2ef00f2be02e0843135195f56a49e884ff243e76ff9515ef21c563,1
201-1006-056-01,,../data/public/elections/malava-2025/forms/uploaded/9e900ebd2ab66b68.pdf#page=1,HUMAN,,6,,2,2,2,4,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.253; source=data/public/elections/malava-2025/forms/037201343538289115/v1_9e900ebd2ab6.pdf; page=1,0.2533,QUARANTINE,9e900ebd2ab66b68e1cc9a9e79fa14afa1d148bd06be76f6fd2bd5ed9ecd01dc,1
201-1006-056-02,,../data/public/elections/malava-2025/forms/uploaded/d61bd8f934287c6f.pdf#page=1,HUMAN,,6,8,,2,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.245; source=data/public/elections/malava-2025/forms/037201826181304837/v1_d61bd8f93428.pdf; page=1,0.2448,QUARANTINE,d61bd8f934287c6f11014b4dbbfade4918b9e32ed1643677395ea7355b24c280,1
201-1006-057-01,,../data/public/elections/malava-2025/forms/uploaded/0f722792c54599e1.pdf#page=1,HUMAN,,22,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.080; source=data/public/elections/malava-2025/forms/037201547782866075/v1_0f722792c545.pdf; page=1,0.0802,QUARANTINE,0f722792c54599e188810879980d816f8e4cd1452360cb9cd8330c26740292f0,1
201-1006-057-02,,../data/public/elections/malava-2025/forms/uploaded/54a1c8c0b0a308dc.pdf#page=1,HUMAN,,6,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract; confidence=0.334; source=data/public/elections/malava-2025/forms/037201866334800971/v1_54a1c8c0b0a3.pdf; page=1,0.3343,QUARANTINE,54a1c8c0b0a308dcd9322d1f5908c8a648405068210925b5ad93d866543f3e45,1
201-1006-057-03,,../data/public/elections/malava-2025/forms/uploaded/78ba5e7a139e07d3.pdf#page=1,HUMAN,,99,,901,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.245; source=data/public/elections/malava-2025/forms/037201047252392133/v1_78ba5e7a139e.pdf; page=1,0.2448,QUARANTINE,78ba5e7a139e07d346869ebb0728d0479cc2f5e4f474421e341382fc703cda9b,1
201-1006-058-01,,../data/public/elections/malava-2025/forms/uploaded/a47986657423c0ac.pdf#page=1,HUMAN,1,6,8,2010,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.325; source=data/public/elections/malava-2025/forms/037201768059746821/v1_a47986657423.pdf; page=1,0.3250,QUARANTINE,a47986657423c0aca346449f5d343a46fb3a61b76a132ef9d3baa85ae10bd822,1
201-1006-059-01,,../data/public/elections/malava-2025/forms/uploaded/d1bec3dbafec91c6.pdf#page=1,HUMAN,,5,,,,5,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.165; source=data/public/elections/malava-2025/forms/037201142273549665/v1_d1bec3dbafec.pdf; page=1,0.1646,QUARANTINE,d1bec3dbafec91c62e53c4a5e273cfeae68c2dfadef5f7c1f49232324019f568,1
201-1006-059-02,,../data/public/elections/malava-2025/forms/uploaded/0893efcd1bd84bc4.pdf#page=1,HUMAN,1,8,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.325; source=data/public/elections/malava-2025/forms/037201633842444042/v1_0893efcd1bd8.pdf; page=1,0.3250,QUARANTINE,0893efcd1bd84bc4b1aff7f41802a589b666a4182f7722f35f310ab02d53b10f,1
201-1006-061-01,,../data/public/elections/malava-2025/forms/uploaded/d8f428c914682166.pdf#page=1,HUMAN,,82,,,,262,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.107; source=data/public/elections/malava-2025/forms/037201593579328666/v1_d8f428c91468.pdf; page=1,0.1072,QUARANTINE,d8f428c91468216674eb84bd4a3f1bb7d5130f37dc9361a52ff6fad9f1232b8b,1
201-1006-061-02,,../data/public/elections/malava-2025/forms/uploaded/c49a60153400d97d.pdf#page=1,HUMAN,,6,8,9,,3,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.316; source=data/public/elections/malava-2025/forms/037201477227536371/v1_c49a60153400.pdf; page=1,0.3157,QUARANTINE,c49a60153400d97d9b0de46293095c404fd74bb859d5cb0f1c48099fdae69a68,1
201-1006-062-01,,../data/public/elections/malava-2025/forms/uploaded/5df2ab9001f0f1a6.pdf#page=1,HUMAN,,,5,2,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.080; source=data/public/elections/malava-2025/forms/037201946110391960/v1_5df2ab9001f0.pdf; page=1,0.0802,QUARANTINE,5df2ab9001f0f1a661190954667cd57950849d4f4f319c58cbf75dc2e327d487,1
201-1006-062-02,,../data/public/elections/malava-2025/forms/uploaded/5703d2dfb9ab4226.pdf#page=1,HUMAN,,,8,2,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201877981186848/v1_5703d2dfb9ab.pdf; page=1,0.1605,QUARANTINE,5703d2dfb9ab42265c7d4573be9ff9809bde29e4ff8d2b97f8e6b2050d3933b3,1
201-1006-063-01,,../data/public/elections/malava-2025/forms/uploaded/8da0e2f9982eee02.pdf#page=1,HUMAN,3,6,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.325; source=data/public/elections/malava-2025/forms/037201995616472513/v1_8da0e2f9982e.pdf; page=1,0.3250,QUARANTINE,8da0e2f9982eee022957c140fd34a1734af49ae844d9d44312b4743fb80bfc9b,1
201-1006-064-02,,../data/public/elections/malava-2025/forms/uploaded/a2defd8002d00a65.pdf#page=1,HUMAN,5,,8,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.165; source=data/public/elections/malava-2025/forms/037201516031144636/v1_a2defd8002d0.pdf; page=1,0.1646,QUARANTINE,a2defd8002d00a65669a96e9ba965f0e9e08ba9db83b8d4344bb46951330dc0a,1
201-1006-066-01,,../data/public/elections/malava-2025/forms/uploaded/d3ee906d348891e5.pdf#page=1,HUMAN,,8,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.080; source=data/public/elections/malava-2025/forms/037201722521774778/v1_d3ee906d3488.pdf; page=1,0.0802,QUARANTINE,d3ee906d348891e5ff1a630b8dbf2b1add8f00f3f3f1e53106eb219b0e68e112,1
201-1006-067-01,,../data/public/elections/malava-2025/forms/uploaded/f8fa455da90852a0.pdf#page=1,HUMAN,,8,,9,20,1,21,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.305; source=data/public/elections/malava-2025/forms/037201180980626453/v1_f8fa455da908.pdf; page=1,0.3048,QUARANTINE,f8fa455da90852a013e1cbf1048b5f392843d2712e5b8a2d24cd80c1c4c15bd3,1
201-1006-068-01,,../data/public/elections/malava-2025/forms/uploaded/9c7453bb2c92f158.pdf#page=1,HUMAN,2,6,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.241; source=data/public/elections/malava-2025/forms/037201781908493002/v1_9c7453bb2c92.pdf; page=1,0.2407,QUARANTINE,9c7453bb2c92f15841df93f59804a1ddbf9a5a01d9cb8b51094de07253253ed7,1
201-1006-068-02,,../data/public/elections/malava-2025/forms/uploaded/f8e3b1acfbd84767.pdf#page=1,HUMAN,2,8,,,2,2,4,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.225; source=data/public/elections/malava-2025/forms/037201297327954572/v1_f8e3b1acfbd8.pdf; page=1,0.2246,QUARANTINE,f8e3b1acfbd84767912f1e14487ffde10d7cd3c9b30dcd0866b999ba1acaae3a,1
201-1006-069-01,,../data/public/elections/malava-2025/forms/uploaded/8f3b1b7d03a2b57c.pdf#page=1,HUMAN,7,,0,2,,2,2,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.257; source=data/public/elections/malava-2025/forms/037201741770487595/v1_8f3b1b7d03a2.pdf; page=1,0.2575,QUARANTINE,8f3b1b7d03a2b57c4c4eb750fdcbecc56a7d84109fca233f357aa56052ff005e,1
201-1006-110-01,,../data/public/elections/malava-2025/forms/uploaded/6b53519488d8b909.pdf#page=1,HUMAN,,,,2,,55,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.021; source=data/public/elections/malava-2025/forms/037201715290737553/v1_6b53519488d8.pdf; page=1,0.0214,QUARANTINE,6b53519488d8b909b40175595da9077256ac6397813c95b476e59a3bbb5568b5,1
201-1006-111-03,,../data/public/elections/malava-2025/forms/uploaded/15b48fe22ebf05f9.pdf#page=1,HUMAN,,23,,,2,22,24,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.256; source=data/public/elections/malava-2025/forms/037201021394113449/v1_15b48fe22ebf.pdf; page=1,0.2558,QUARANTINE,15b48fe22ebf05f9410e420f26392c65d0a4d3cfe856cb4997d203d7116454f2,1
201-1006-112-01,,../data/public/elections/malava-2025/forms/uploaded/636913a219ca9f42.pdf#page=1,HUMAN,4,5,0,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.245; source=data/public/elections/malava-2025/forms/037201149060703262/v1_636913a219ca.pdf; page=1,0.2448,QUARANTINE,636913a219ca9f423fb9414e70ab724b2f5c39473af0329834f8a86cbf888e01,1
201-1007-070-01,,../data/public/elections/malava-2025/forms/uploaded/ef0ef9b268832eae.pdf#page=1,HUMAN,,0,,,,55,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.123; source=data/public/elections/malava-2025/forms/037201808666878759/v1_ef0ef9b26883.pdf; page=1,0.1231,QUARANTINE,ef0ef9b268832eae6a96ac9feaf048c4c985111c8d7e9c100de06c0f82964af1,1
201-1007-071-01,,../data/public/elections/malava-2025/forms/uploaded/2ddddae041f9dc38.pdf#page=1,HUMAN,,6,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.241; source=data/public/elections/malava-2025/forms/037201055963584005/v1_2ddddae041f9.pdf; page=1,0.2407,QUARANTINE,2ddddae041f9dc38ce5c54772745b2316a5c3abc16a57c9dd49f7d4fc6d1fec6,1
201-1007-071-02,,../data/public/elections/malava-2025/forms/uploaded/fe42516de0dd6029.pdf#page=1,HUMAN,5,3,,,1,2,3,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.409; source=data/public/elections/malava-2025/forms/037201862295168191/v1_fe42516de0dd.pdf; page=1,0.4089,QUARANTINE,fe42516de0dd6029c1e04f599ab5d8b47a3acd32a191cda720bef4fabb0a4b21,1
201-1007-071-03,,../data/public/elections/malava-2025/forms/uploaded/9aa89d7f3a6ccbf3.pdf#page=1,HUMAN,,77,,2,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.125; source=data/public/elections/malava-2025/forms/037201228408390796/v1_9aa89d7f3a6c.pdf; page=1,0.1245,QUARANTINE,9aa89d7f3a6ccbf311209a70c9c0d27bbd4c308b970e154974cb73487bce049d,1
201-1007-072-01,,../data/public/elections/malava-2025/forms/uploaded/930ca40f9a448440.pdf#page=1,HUMAN,,,,8,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.080; source=data/public/elections/malava-2025/forms/037201571332770218/v1_930ca40f9a44.pdf; page=1,0.0802,QUARANTINE,930ca40f9a448440aaf77784484c417868448f1501de61d245357db4aaeeada8,1
201-1007-072-02,,../data/public/elections/malava-2025/forms/uploaded/4171ca9c9541d587.pdf#page=1,HUMAN,,8,,,,2,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.106; source=data/public/elections/malava-2025/forms/037201002916739162/v1_4171ca9c9541.pdf; page=1,0.1057,QUARANTINE,4171ca9c9541d58737a64c9d66f3a7576996d30c31204c182c3dabca3284b896,1
201-1007-073-01,,../data/public/elections/malava-2025/forms/uploaded/27171849d790404a.pdf#page=1,HUMAN,1,6,8,2,2,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.409; source=data/public/elections/malava-2025/forms/037201374330168472/v1_27171849d790.pdf; page=1,0.4094,QUARANTINE,27171849d790404a4ec03f7ce071bb08ff9742858efca8aa781f5a9397b19cc0,1
201-1007-073-02,,../data/public/elections/malava-2025/forms/uploaded/509be5fec9579c42.pdf#page=1,HUMAN,,7,8,77,2,2,4,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.415; source=data/public/elections/malava-2025/forms/037201745387010130/v1_509be5fec957.pdf; page=1,0.4150,QUARANTINE,509be5fec9579c421ca585bc486f4a067b2952a6a4ec75b053df4372a1a434ca,1
201-1007-074-02,,../data/public/elections/malava-2025/forms/uploaded/b19b50e9d9950ae9.pdf#page=1,HUMAN,,6,8,9,3,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.241; source=data/public/elections/malava-2025/forms/037201004296076648/v1_b19b50e9d995.pdf; page=1,0.2407,QUARANTINE,b19b50e9d9950ae920258c71605f65c772dc858922bc8ed40e7a9ef6e41b0b6d,1
201-1007-074-03,,../data/public/elections/malava-2025/forms/uploaded/9e1b5d2dd7d9801d.pdf#page=1,HUMAN,,21,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract; confidence=0.334; source=data/public/elections/malava-2025/forms/037201581281828756/v1_9e1b5d2dd7d9.pdf; page=1,0.3343,QUARANTINE,9e1b5d2dd7d9801d8b22d834c62b6c9a7cc1f739648c541f2e1e2c8a7178cc56,1
201-1007-074-04,,../data/public/elections/malava-2025/forms/uploaded/7171565d8816d1df.pdf#page=1,HUMAN,,7,2,,,2,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.157; source=data/public/elections/malava-2025/forms/037201909480566276/v1_7171565d8816.pdf; page=1,0.1574,QUARANTINE,7171565d8816d1dfe9f6dbf6d516686741466c39d509f0b2725f3c480e5436a1,1
201-1007-075-01,,../data/public/elections/malava-2025/forms/uploaded/3a06fd96639d9e12.pdf#page=1,HUMAN,,6,8,9,2,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.325; source=data/public/elections/malava-2025/forms/037201585004664865/v1_3a06fd96639d.pdf; page=1,0.3250,QUARANTINE,3a06fd96639d9e12eb9ae4abfc82d326ace61aea0b1c23ab80cf6361a0c7b1de,1
201-1007-075-02,,../data/public/elections/malava-2025/forms/uploaded/fa375b4f06732454.pdf#page=1,HUMAN,,9,8,,2,7,9,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.245; source=data/public/elections/malava-2025/forms/037201173882878163/v1_fa375b4f0673.pdf; page=1,0.2448,QUARANTINE,fa375b4f0673245400c9652ab7c48e0ef6519cd6e1556beb7f3101a44846d070,1
201-1007-076-02,,../data/public/elections/malava-2025/forms/uploaded/06126a658b967d0a.pdf#page=1,HUMAN,,,,18,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.080; source=data/public/elections/malava-2025/forms/037201523627335610/v1_06126a658b96.pdf; page=1,0.0802,QUARANTINE,06126a658b967d0a8862be81e61826819a793a976f011a5b3e7ed8a0c0cb35cb,1
201-1007-077-01,,../data/public/elections/malava-2025/forms/uploaded/1c8ea3535cfe1688.pdf#page=1,HUMAN,4,6,8,8,,2,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.336; source=data/public/elections/malava-2025/forms/037201149804275176/v1_1c8ea3535cfe.pdf; page=1,0.3365,QUARANTINE,1c8ea3535cfe1688462ec01c9ac549bfa7d11d9403a1de2fd4774dbd88a02ed1,1
